,Word,Count
1819,https://t.co/DcVnfZFi5P,1
1820,grey,1
1821,https://t.co/wP8pui3Zlz,1
1822,white,3
1823,https://t.co/f66gz8RjdB,1
1824,Drain,1
1825,last,1
1826,drop,1
1827,bitch,1
1828,#cumsluâ€¦,1
1829,https://t.co/Hzwd0cwFVt,1
1830,10,1
1831,sometime,2
1832,relate,1
1833,#WhiteSupremacist,1
1834,disappointed,1
1835,few,1
1836,strange,1
1837,#HumanErrors,1
1838,basically,1
1839,friendly,1
1840,human,2
1841,cheerful,1
1842,"polite,",1
1843,hiromix,1
1844,liked,1
1845,agenda,1
1846,forth,1
1847,shambles.,1
1848,clear,1
1849,biological,1
1850,differences.,1
1851,inferior,1
1852,superior.,1
1853,"fact,",1
1854,putting,5
1855,nonsense,1
1856,world.,1
1857,#staywoke,1
1858,ğ—”ğ—¡ğ—¡ğ—¢ğ—¨ğ—¡ğ—–ğ—˜ğ— ğ—˜ğ—¡ğ—§:,14
1859,ğ—¥ğ—”ğ—Ÿğ—Ÿğ—¬,6
1860,SATURDAY,6
1861,"evening,",6
1862,organised,6
1863,@WRNWales,6
1864,@MerchedCymru,7
1865,Rally,6
1866,protesting,6
1867,sexuâ€¦,6
1868,@TheTravellingH2:,4
1869,together,4
1870,Ann,4
1871,Walker,4
1872,"playlist,",4
1873,both,4
1874,modern,5
1875,songs,4
1876,music,4
1877,likely,4
1878,listened,4
1879,lovâ€¦,4
1880,Choosing,1
1881,2b,1
1882,"housewife,",1
1883,career,1
1884,single,1
1885,etc?,1
1886,Thank,1
1887,that.,1
1888,#tlot,1
1889,https://t.co/bADC7OxPOk,1
1890,@GangstaOtter:,2
1891,whole,2
1892,ğŸ‘ğŸ½ğŸ‘ğŸ½ğŸ‘ğŸ½,2
1893,@nytimes,1
1894,@NASA's,1
1895,purpose,1
1896,sending,1
1897,moon,1
1898,"#Diversity,",1
1899,POLITICAL,1
1900,reasons,1
1901,SCIENCE!,1
1902,@LockedStar_NSFW:,1
1903,#ottawa,3
1904,#models,3
1905,wanted,4
1906,live,4
1907,webcam,3
1908,shows.,3
1909,$1000/hour.,3
1910,Any,3
1911,type.,3
1912,"Fun,",3
1913,easy,4
1914,DM,3
1915,start,2
1916,#modelswanted,1
1917,#nsfwtw,1
1918,#msfwtwt,1
1919,#onlyfans,1
1920,#onlyfansgirl,1
1921,https://t.co/1LszOrR36p,1
1922,Symbol,1
1923,Going,1
1924,Their,1
1925,Own,1
1926,Way.,1
1927,https://t.co/GzB3HPExtt,1
1928,"Single,",1
1929,"Taken,",1
1930,MGTOW.,1
1931,https://t.co/MvRzxnoxxc,1
1932,https://t.co/giN4pWh3oC,1
1933,Forget,1
1934,Women.,1
1935,Acquire,1
1936,Currency..,1
1937,https://t.co/5Uu0CEuKPR,1
1938,@hangarslang:,1
1939,Females,2
1940,money?,2
1941,#hangarslang,2
1942,#females,2
1943,#alphafemale,2
1944,#podcast,2
1945,https://t.co/VBlP8Ykh60,2
1946,Why,6
1947,NICE,3
1948,GIRLS,6
1949,finish,6
1950,FIRST,3
1951,BAD,3
1952,LAST!,3
1953,#relationships,5
1954,#success,1
1955,https://t.co/yaDkyw1X1u,1
1956,sucks.,1
1957,https://t.co/B3Tg2Mxiv6,1
1958,@justman70446122:,1
1959,bullies.,4
1960,Feudal,2
1961,Gangsters.,2
1962,simple.,2
1963,main,2
1964,operating,2
1965,mode,2
1966,bâ€¦,1
1967,"bullying,",1
1968,false,3
1969,"accusations,.",1
1970,#gendergangsters,1
1971,@Otepoti9010:,1
1972,consume,1
1973,dairy.,1
1974,#Hypocrite,1
1975,#mothersagainstdairy,1
1976,#Feminismâ€¦,1
1977,Wolf,1
1978,Packs,1
1979,led,1
1980,Alpha,1
1981,https://t.co/VaOgtpWJSb,1
1982,#Feminismo,1
1983,Oppositional,1
1984,Defiance,1
1985,Patriarchal,1
1986,Oppression,1
1987,"Disorder,",1
1988,amiright?!,1
1989,#mentalhealth,1
1990,#screwtheDSM,1
1991,#TheRingsOfPower,1
1992,#UnderminePatriarchalAuthorityForever,1
1993,#willpower,1
1994,#DisorderAsFeministMethod,1
1995,https://t.co/HrKuTaWTfH,1
1996,#strongwomen,1
1997,https://t.co/IAoXEYKNxd,1
1998,#ALPHA,1
1999,#traditional,1
2000,https://t.co/t93nohIpdO,1
2001,https://t.co/Ba6jWoFfZ7,1
2002,https://t.co/SqeagKcFFM,1
2003,https://t.co/MrYdx9MZPp,1
2004,@B_for_backup:,1
2005,#history:,2
2006,"""Postmodern",2
2007,"feminism""",2
2008,rejects,2
2009,uniform,2
2010,phrasing,2
2011,term,2
2012,"""woman""",2
2013,"""the",2
2014,humaâ€¦,1
2015,"human"".",1
2016,Tries,1
2017,overcome,1
2018,binary,1
2019,hierarchical,1
2020,comparisons.,1
2021,"Basically,",1
2022,pretty,1
2023,distinguished,1
2024,multiple,1
2025,POVs.,1
2026,"Philosophie-magazin,",1
2027,04/2022.,1
2028,@EricaVerrillo:,1
2029,manipulate,4
2030,promising,4
2031,love.,2
2032,@TheAntiprude00:,1
2033,genuinely,2
2034,fear,5
2035,allegations,2
2036,SA,2
2037,trust,2
2038,they're,2
2039,ulterior,2
2040,motiâ€¦,1
2041,@heliophilicous,1
2042,#Patriarchy,1
2043,makes,1
2044,stronger,1
2045,turns,1
2046,#burden,1
2047,â˜ï¸,1
2048,motives.,1
2049,"so,",1
2050,having,2
2051,"life,",1
2052,man-hater?,1
2053,had,1
2054,money,1
2055,it?,1
2056,#MRA,1
2057,@BeeWilde2:,1
2058,@HelloCanada,2
2059,"""Feminists""???",2
2060,ğŸ˜…ğŸ˜‚ğŸ¤£,2
2061,Ala,2
2062,#PrinceHarry,2
2063,#MeghanMarkle?!?,2
2064,NO,3
2065,THANK,2
2066,YOU!!!,2
2067,ğŸ’¢#Feminism,2
2068,#Fraud,2
2069,#MeghanMaâ€¦,1
2070,@megwalker85:,1
2071,@billybragg,1
2072,dinosaur,1
2073,ğŸ¦•ğŸ¦–,1
2074,#NoToSelfID,1
2075,@MashMyk:,1
2076,Danger,2
2077,Society.,2
2078,@peoplerevolting:,1
2079,School,1
2080,Needlework,1
2081,Disobedient,1
2082,https://t.co/A6IQLhPob0,1
2083,#PeopleAreRevolting,1
2084,#Needlewoork,1
2085,#Disobediâ€¦,1
2086,Do,1
2087,Weak,1
2088,For,2
2089,Single,1
2090,Modern,1
2091,TikToks,1
2092,#tiktok,1
2093,#life,1
2094,#Saturday,1
2095,#MONEY,1
2096,Watch:,1
2097,https://t.co/9guV4pyFMz,1
2098,https://t.co/m87lP7fj94,1
2099,@MEERA818181:,1
2100,husband,2
2101,40,1
2102,minutes,2
2103,allow,1
2104,alm,1
2105,..,7
2106,cum,1
2107,floor,1
2108,myâ€¦,1
2109,faces,1
2110,thats,1
2111,wrong,1
2112,day,2
2113,#JohnnyDeppRisesVMA,1
2114,#JohnnyDepp,1
2115,#VMA,1
2116,#JohnnyDeppRises,1
2117,#JohnnyDeppDeservesAnApology,1
2118,https://t.co/zZCsrPP2br,1
2119,(black,2
2120,https://t.co/xSWOtpc9kE,1
2121,https://t.co/hriTNgtSAv,1
2122,sit,1
2123,houses,1
2124,enjoying,1
2125,family,1
2126,hanging,1
2127,friends,1
2128,cool,1
2129,steam,1
2130,exhausting,1
2131,"week,",1
2132,Iâ€™d,1
2133,shine,1
2134,light,1
2135,#activism,1
2136,https://t.co/KyXnfSG2BP,1
2137,LOVE,1
2138,Patriarchy,1
2139,https://t.co/2cyopmApTg,1
2140,https://t.co/LuWItm0EMx,1
2141,@__stima,1
2142,Say,1
2143,less!,1
2144,#freeballin,1
2145,@thegirdlengr:,1
2146,receiving,1
2147,threats,1
2148,"gang,",1
2149,track,1
2150,whenever,1
2151,return,1
2152,deal,1
2153,"me!""",1
2154,#wâ€¦,1
2155,happy.,1
2156,#Thought,1
2157,#Money,1
2158,#God,1
2159,#Blessed,1
2160,#Action,1
2161,#Confidence,1
2162,#Womenshealth,1
2163,#Joy,1
2164,#Fitness,1
2165,#Dailyquotes,1
2166,#Bekind,1
2167,#Spirituality,1
2168,#MeghanMarkleIsALiar,1
2169,#Megxit,1
2170,#PrinceHarryIsATraitor,1
2171,https://t.co/3n6AvlZH0w,1
2172,ğ—”:ğ——ğ—¥ğ—˜ğ—¦ğ—¦,1
2173,Facilitated,1
2174,@olderwomenrock,1
2175,campaign,1
2176,art/activism,1
2177,using,1
2178,textile,1
2179,"art,",1
2180,"poetry,",1
2181,"film,",1
2182,conversaâ€¦,1
2183,Introducing,1
2184,first,1
2185,dictionary,1
2186,definition,1
2187,Crenshaw,1
2188,Intersectionality:,1
2189,'white,1
2190,feminism',1
2191,âœï¸,1
2192,huge,1
2193,Grabbing,1
2194,Back,1
2195,member,1
2196,Graciela,1
2197,contributing,1
2198,important,1
2199,entry,1
2200,online,1
2201,dictionary!,1
2202,https://t.co/moiM2P8FbY,1
2203,https://t.co/Ha7gTaMgJq,1
2204,@sanjay_l_verma:,1
2205,Raising,1
2206,Pr0stitutes,1
2207,status,2
2208,Goddesses,1
2209,Mistake.,1
2210,#à¤…à¤¬à¤²à¤¾à¤¨à¤¾à¤°à¥€,1
2211,#FeminismIsCancer,4
2212,https://t.co/fToGhzvâ€¦,1
2213,#Millennial,1
2214,#cartoonistâ€™s,1
2215,take,1
2216,#JewishWedding,1
2217,season:,1
2218,lâ€™chaim,1
2219,#comicstrip,1
2220,#JewishHumor,1
2221,#cartoon,1
2222,https://t.co/AVUwDbGevm,1
2223,Breaks,1
2224,heart,1
2225,learn,1
2226,"murdered,",1
2227,r*ped,1
2228,abducted,1
2229,bodies,1
2230,THEM.,1
2231,must,2
2232,"safety,",1
2233,"autonomy,",1
2234,FREEDOM,1
2235,fear.,1
2236,ğŸ’ªğŸ½ğŸ’—,1
2237,Together,1
2238,UNSTOPPABLE.,1
2239,https://t.co/hRjhCiBRER,1
2240,@ladyofequality,1
2241,@TheAmitLakhani,1
2242,@ArnazHathiram,1
2243,@DeepikaBhardwaj,1
2244,@Manish_AFT,1
2245,@Shivamsbisht,1
2246,@Zarafatkhan7,1
2247,@AdvocateIndal,1
2248,@mahi_gupta96,1
2249,@AnubhavMohanty_,1
2250,@grahakjago,1
2251,@GobindaParida12,1
2252,@GSBorikar,1
2253,@pankaj223891,1
2254,@KhatriB73084489,1
2255,@sheomangalkumar,1
2256,@Sarmad07185646,1
2257,Look,1
2258,this..,1
2259,another,1
2260,https://t.co/g0zML4Shfm,1
2261,@WRNWales:,1
2262,support,1
2263,organise,1
2264,sisters,1
2265,sisterhood,3
2266,solidarity,1
2267,@so_radhikal,1
2268,PhD?,1
2269,OMG....,1
2270,proves,1
2271,https://t.co/JRxx3a6mBY,1
2272,.@thetalentguru,2
2273,sussex,2
2274,squad,2
2275,#VoetsekBritishMedia,2
2276,#ArchetypesWithMeghan,2
2277,#MariahCarey,2
2278,#SerenaWilliams,2
2279,esp,1
2280,woc.,1
2281,They're,1
2282,Meghan,1
2283,Markle,1
2284,podcast,1
2285,No.1,1
2286,TEN,1
2287,countries,1
2288,leading,1
2289,"charge,",1
2290,talking,1
2291,uncomfortable,1
2292,truths,1
2293,https://t.co/U4BX50jxFs,1
2294,Love,1
2295,"""She",1
2296,(#MeghanMarkle),1
2297,black,1
2298,talent,1
2299,overcoming,1
2300,succeeding,1
2301,apologizing,1
2302,respecting,1
2303,herself,1
2304,along,1
2305,"way.""",1
2306,https://t.co/tzQKUV2SqW,1
2307,@WB_DOL:,1
2308,"""Women",2
2309,over-represented,2
2310,lower,2
2311,paying,2
2312,jobs,2
2313,"and,",2
2314,"age,",2
2315,gap,2
2316,widens,2
2317,"more.""",2
2318,@uscensusbureâ€¦,1
2319,@nonviolentfem:,1
2320,favorite,1
2321,signs,1
2322,counter,1
2323,protest,1
2324,Rochester,1
2325,DSA,1
2326,demonstration,1
2327,AGAINST,1
2328,Crisis,1
2329,Cenâ€¦,1
2330,@ğ—¯ğ—¶ğ—»ğ—±ğ—²ğ—¹ğ—·,6
2331,ğ—œğ—¡,6
2332,ğ—–ğ—¢ğ—¡ğ—©ğ—˜ğ—¥ğ—¦ğ—”ğ—§ğ—œğ—¢ğ—¡,6
2333,ğ—ªğ—œğ—§ğ—›,6
2334,LUCY,6
2335,"MASOUD,",6
2336,"@HillaKerner,",6
2337,@RosieDuffield1,6
2338,@Martina,6
2339,[online]â€¦,6
2340,#pigtails,1
2341,#idowhatiwant,1
2342,#fireisland,1
2343,#snottygirls,1
2344,#beachvacation,1
2345,@,2
2346,Fair,1
2347,Harbor,1
2348,Beach,1
2349,https://t.co/0uyJlfpODD,1
2350,"""Biopower's",2
2351,Scapegoating,2
2352,"Body""",2
2353,@theologianmom,2
2354,#Foucault,2
2355,#Theology,2
2356,#Philosophy,2
2357,#Biopower,2
2358,#Biopolitics,2
2359,@seige_of:,1
2360,https://t.co/9vS9gcLbgT,1
2361,THOUGHTS,1
2362,#parentalalienation,1
2363,#backlash,1
2364,#Catholic,2
2365,#CatholicTwitter,2
2366,#Prolife,1
2367,https://t.co/2VfbHEyBRy,1
2368,Dead,1
2369,Meat,1
2370,dude,1
2371,@JamesAJanisse,1
2372,one.,1
2373,His,1
2374,theater,1
2375,girl,1
2376,arthoe,1
2377,COMPLETELY,1
2378,rode,1
2379,coattails,1
2380,slowly,1
2381,credit,1
2382,entire,1
2383,success,1
2384,Kill,1
2385,Count,1
2386,brand.,1
2387,"Dude,",1
2388,spine,1
2389,earn,1
2390,herself.,1
2391,"""Labour",1
2392,"value""",1
2393,based,1
2394,incomplete,1
2395,understanding,1
2396,"Smith,",1
2397,Ricardo,1
2398,Marx's,1
2399,theories,1
2400,value...,1
2401,#Marx,1
2402,#Capitalism,1
2403,https://t.co/HeNTeqf4ux,1
2404,hymen,3
2405,diamond!,3
2406,NEVER,3
2407,marry,3
2408,PROMISCUOUS,1
2409,WOMAN,3
2410,@ElliottHulse,3
2411,#marriage,3
2412,https://t.co/168cgAXGUE,1
2413,More,1
2414,today's,1
2415,featured,1
2416,"author,",1
2417,@theologianmom:,1
2418,#theology,1
2419,#philosophy,1
2420,#religion,1
2421,#gender,1
2422,https://t.co/LJ2X8ARUBO,1
2423,LOOSE,2
2424,https://t.co/cEdjvAAo1W,1
2425,â€œMaturity,1
2426,achieved,1
2427,person,1
2428,accepts,1
2429,full,1
2430,tension;,1
2431,torment,1
2432,himself,1
2433,childish,1
2434,guilt,1
2435,"feelings,",1
2436,avoids,1
2437,tragic,1
2438,adult,1
2439,sins;,1
2440,postpones,1
2441,immediate,1
2442,pleasures,1
2443,sake,1
2444,long-term,1
2445,values.â€,1
2446,J.L.,1
2447,https://t.co/EFW1uN6rdf,1
2448,@Ambar_SIFF_MRA:,1
2449,WIFE=,1
2450,Worry,1
2451,Invited,1
2452,"Ever""",1
2453,2022,1
2454,#artbiennale,1
2455,trend,1
2456,design,1
2457,lovers,1
2458,#biennale,1
2459,#vernice.,1
2460,#tribalism,1
2461,#ecoism,1
2462,#nature,1
2463,#design,1
2464,#arsenalevenezia,1
2465,#future,1
2466,#trends,1
2467,https://t.co/vUTN4gB2t9,1
2468,Totality,1
2469,two,1
2470,https://t.co/BbLQLwzdMm,1
2471,@TeehFavour:,1
2472,@andrewschulz,1
2473,this.,1
2474,Man's,1
2475,quickly,1
2476,becoming,1
2477,legend,1
2478,ğŸ˜…,1
2479,#Andrewschulz,1
2480,#comedy,1
2481,https://t.co/a7TR6HVbHv,1
2482,@uscensusbureau,1
2483,findings,1
2484,age,1
2485,dynamic,1
2486,workers,1
2487,ages,1
2488,35-44:,1
2489,https://t.co/S2LeqErQpA,1
2490,#EqualPay,1
2491,#WageGap,1
2492,#RetirementPlanning,1
2493,@TitaniaMcGrath:,1
2494,Joan,2
2495,Arc,2
2496,"strong,",1
2497,courageous,1
2498,"independent,",1
2499,non-binary,1
2500,trans.,1
2501,wouldâ€¦,1
2502,ğ—™ğ—¶ğ—Ÿğ— ,1
2503,ğ—¡ğ—œğ—šğ—›ğ—§,1
2504,ğ—”ğ—¡ğ——,1
2505,ğ—¡ğ—˜ğ—§ğ—ªğ—¢ğ—¥ğ—ğ—œğ—¡ğ—š,1
2506,SUNDAY,1
2507,THREE,1
2508,"films,",1
2509,bars,1
2510,openâ€¦,1
2511,ğ—¦ğ—”ğ— ğ—˜,1
2512,ğ—¦ğ—˜ğ—«,1
2513,ğ—§ğ—”ğ—¡ğ—šğ—¢,1
2514,JIMINI,1
2515,HIGNETT,1
2516,HELEN,1
2517,FENTON,1
2518,promise,1
2519,turn,1
2520,tango,1
2521,dâ€¦,1
2522,ğ—£ğ—¥ğ—œğ—¡ğ—–ğ—œğ—£ğ—Ÿğ—˜ğ—¦,2
2523,ğ—¢ğ—™,2
2524,ğ—™ğ—˜ğ— ğ—œğ—¡ğ—œğ—¦ğ—§,2
2525,ğ—¢ğ—¥ğ—šğ—”ğ—¡ğ—œğ—¦ğ—œğ—¡ğ—š,2
2526,Sisters,2
2527,@VanRapeRelief,2
2528,Consciousness,2
2529,"raising,",2
2530,(vs,2
2531,individâ€¦,1
2532,@aaron_clarey:,4
2533,best,4
2534,summation,4
2535,I've,4
2536,seen.,4
2537,Literally.,4
2538,Practice,1
2539,English,1
2540,safe,1
2541,encouraging,1
2542,environment.,1
2543,#ViolenceAgainstWomen,1
2544,#immigrationsservices,1
2545,#domesticviolence,1
2546,#YouAreNotAlone,1
2547,#UnsafeatHomeOttawa,1
2548,#WeAreHereForYou,1
2549,#ottnews,1
2550,#ottcity,1
2551,https://t.co/YjLZHp2C8R,1
2552,https://t.co/1qXUUq7FWd,1
2553,#WhoredomCulture,1
2554,â–¶ï¸ğŸ—‘ï¸ğŸ—‘ï¸ğŸ—‘ï¸ğŸ—‘ï¸,1
2555,Satire.,1
2556,Video.,1
2557,Points,1
2558,made.,1
2559,ğŸ¯,1
2560,'lowkey',1
2561,BUT,1
2562,'straight,1
2563,scam'.ğŸ˜,1
2564,https://t.co/fx8PAnonhJ,1
2565,antithatgirl....,1
2566,cracked,1
2567,code?,1
2568,conversations,1
2569,STI,1
2570,screening,1
2571,casual,1
2572,ordering,1
2573,coffee!,1
2574,Talk,1
2575,health,1
2576,"partners,",1
2577,routine,1
2578,testing,1
2579,peasy,1
2580,ğŸ’“,1
2581,#lovability,1
2582,#babewiththepower,1
2583,https://t.co/phtQGe1LE2,1
2584,individual,1
2585,"activism),",1
2586,"race,",1
2587,direct,1
2588,"action,",1
2589,alliances,1
2590,TICKETS:,1
2591,https://t.co/X6dOC6PLMP,1
2592,https://t.co/3rtyaLcImZ,1
2593,Welcome,1
2594,"#FabulousFriday,",1
2595,where,1
2596,celebrate,1
2597,bold,1
2598,queer,1
2599,"characters,",1
2600,otherwise,1
2601,Fabulous,1
2602,Folks,1
2603,pages,1
2604,19th,1
2605,century,1
2606,popular,1
2607,press.,1
2608,#NIUDL,1
2609,#dimenovels,1
2610,#LGBTQ,1
2611,#LGBT,1
2612,#queerhistory,1
2613,https://t.co/nHuGPyAa9a,1
2614,https://t.co/o9jv1lSxiD,1
2615,@randysharpswife:,1
2616,foolishness,2
2617,"boisterous,",2
2618,"simplicity,",2
2619,anything.,2
2620,-Proverbs,2
2621,9:13,2
2622,@DelilahBon_:,1
2623,blowing,1
2624,â¦@tiktok_usâ©,1
2625,ğŸ”¥ğŸ”¥ğŸ”¥,1
2626,300k,1
2627,views,1
2628,rising!!,1
2629,Whoâ€™s,1
2630,ready,1
2631,scream,1
2632,tour??,1
2633,ğŸ˜#indeâ€¦,1
2634,Jeez,1
2635,ğŸ˜¢,1
2636,#toxicfemininity,1
2637,#toxicfeminism,1
2638,#toxicwomen,1
2639,https://t.co/Wumw3Ho9pV,1
